id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
fr-ud-train_02913,18,6,il,lui,4,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,29,gouvernement,gouvernement,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,30,Macmillan,Macmillan,2,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,36,secrétaire,secrétaire,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,39,ministre,ministre,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,46,gouvernement,gouvernement,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,55,ministre,ministre,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,71,Lord,Lord,10,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,82,ministre,ministre,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,97,délégué,délégué,10,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,115,président,président,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,129,gouverneur,gouverneur,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,139,président,président,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,142,Comité,comité,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,155,président,président,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,172,vice-président,vice-président,10,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,179,groupe,groupe,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,191,président,président,11,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02913,18,194,groupe,groupe,1,y,"Le 20 juillet 1959, il lance un débat sur « l'aide occidentale aux pays non-engagés » et, en janvier 1961, entre dans le gouvernement Macmillan, avec le poste de secrétaire parlementaire, ministre du logement et du gouvernement local de juin 1961 à juillet 1962, ministre d'État, au Home Office de juillet 1962 à octobre 1963, Premier Lord de l'Amirauté d'octobre 1963 à avril 1964, ministre de la Défense chargé de la Royal Navy d'avril à octobre 1964, délégué au Conseil de l'Europe et à l'Union de l'Europe occidentale en 1965-1967, président de la Fédération nationale des sociétés de logement en 1965-1970, un gouverneur du Centre d'Études environnementales en 1967-1970, président du Comité consultatif britannique sur la pollution pétrolière de la mer en 1968, président de la troisième conférence internationale sur la pollution pétrolière de la mer en 1968, un vice-président honorifique du PEST, un groupe de pression en faveur d'un conservatisme économique et social, président du groupe d'opposition aux Lords de 1967 à 1970."
fr-ud-train_02914,19,10,habitants,habitant,1,y,"Au recensement de 2011, il comptait 535 habitants."
fr-ud-train_02916,21,13,Boishébert,Boishébert,2,y,"Le 25 août, deux semaines après l'appel de détresse, Boishébert arrive du fleuve Saint-Jean avec une soixantaine de soldats, surtout des Canadiens et autant de Malécites."
fr-ud-train_02916,21,23,soldats,soldat,1,y,"Le 25 août, deux semaines après l'appel de détresse, Boishébert arrive du fleuve Saint-Jean avec une soixantaine de soldats, surtout des Canadiens et autant de Malécites."
fr-ud-train_02917,22,2,artistes,artiste,1,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,15,Nan,Nan,2,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,22,Steven,Steven,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,29,Larry,Larry,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,36,Todd,Todd,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,44,Nick,Nick,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,51,Sam,Sam,10,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,58,Annie,Annie,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,65,Tina,Tina,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,72,Lord,Lord,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
fr-ud-train_02917,22,79,Stephen,Stephen,12,y,"Des artistes renommés ont contribué aux campagnes publicitaires de Bottega Veneta, comme Nan Goldin (printemps 2010), Steven Meisel (automne 2009), Larry Sultan (printemps 2009), Todd Eberle (collection croisière 2009), Nick Knight (automne 2008), Sam Taylor-Wood (printemps 2008), Annie Leibovitz (automne 2007), Tina Barney (printemps 2007), Lord Snowdon (automne 2006), Stephen Shore (printemps 2006) et Philip-Lorca diCorcia (automne 2005)."
