id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
fr-ud-train_11691,60,19,Crytek,Crytek,4,y,"Évolution du moteur de jeu CryENGINE, le CryENGINE2 est un moteur de jeu 3D développé par Crytek."
fr-ud-train_11694,63,2,adoption,adoption,4,y,"L'adoption de cette DKG, permet à la M3 coupé de gagner 2 dixièmes de seconde sur le 0-100 km/h pour se contenter de 4,6 secondes."
fr-ud-train_11694,63,10,M3,M3,4,y,"L'adoption de cette DKG, permet à la M3 coupé de gagner 2 dixièmes de seconde sur le 0-100 km/h pour se contenter de 4,6 secondes."
fr-ud-train_11696,65,1,Nous,nous,1,y,Nous y reviendrons !
fr-ud-train_11697,66,12,Fabrice,Fabrice,2,y,Atoukado est un jeu télévisé luxembourgeois de culture générale animé par Fabrice et Sophie Garel et diffusé chaque dimanche vers 16h30 sur RTL Télévision et RTL-TVI de 1981 à 1987 puis sur M6 de mars au 28 juin 1987.
fr-ud-train_11697,66,14,Sophie,Sophie,12,y,Atoukado est un jeu télévisé luxembourgeois de culture générale animé par Fabrice et Sophie Garel et diffusé chaque dimanche vers 16h30 sur RTL Télévision et RTL-TVI de 1981 à 1987 puis sur M6 de mars au 28 juin 1987.
fr-ud-train_11698,67,11,bandes,bande,1,y,Cette espèce présente sur le dos un motif composé de bandes transversales noires sur fond blanc.
fr-ud-train_11699,68,18,spectateurs,spectateur,1,y,"Inauguré le 5 avril 1970, il va etre entièrement rénové pour une capacité prévue de 50 000 spectateurs."
fr-ud-train_11704,73,12,équipes,équipe,1,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11704,73,17,femmes,femme,41,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11704,73,21,représentantes,représentant,1,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11704,73,24,citoyennes,citoyen,1,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11704,73,28,ce,ce,10,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11704,73,35,président,président,1,y,"Entre 1986 et 1995, où se succèdent huit changements d'équipes ministérielles, ces trois femmes sont les seules représentantes des citoyennes mauritaniennes, et ce, malgré l'appel du président à Néma."
fr-ud-train_11705,74,28,prisonniers,prisonnier,1,y,"Une plaque édifiée sur le parvis de la gare rappelle qu'un centre y fonctionna d'avril 1945 à juillet 1945 pour accueillir les déportés, les prisonniers et les requis du STO rapatriés de l'Allemagne nazie."
fr-ud-train_11705,74,31,requis,requis,10,y,"Une plaque édifiée sur le parvis de la gare rappelle qu'un centre y fonctionna d'avril 1945 à juillet 1945 pour accueillir les déportés, les prisonniers et les requis du STO rapatriés de l'Allemagne nazie."
fr-ud-train_11706,75,26,Chiffogne,Chiffogne,4,y,"Pour répondre à l'accroissement de la main-d'œuvre des usines Peugeot (Sochaux-Montbéliard) et donc à la demande croissante de logements, la Chiffogne voit le jour dès 1955 par la construction de maisons dites ""d'urgence"", puis de grands ensembles immobiliers."
fr-ud-train_11709,78,43,partenaires,partenaire,5,y,"Plus 560.000 traitements et près d'un million de tests de dépistages du paludisme seront distribués aux établissements de santé, postes de santé au niveau communautaire et autres points de prestation de services mis en place par les partenaires des agences onusiennes."
fr-ud-train_11710,79,1,Il,lui,4,y,"Il regroupe 10 équipes qui s'affrontent quatre fois, soit un total de 36 journées."
fr-ud-train_11710,79,4,équipes,équipe,71,y,"Il regroupe 10 équipes qui s'affrontent quatre fois, soit un total de 36 journées."
fr-ud-train_11711,80,23,Terry,Terry,6,y,"Au début de cette tournée, leur concert du 5 août 2010 au Madison Square Garden est filmé par Terry Gilliam et diffusé en direct sur YouTube."
fr-ud-train_11714,83,2,plénipotentiaires,plénipotentiaire,4,y,"Les plénipotentiaires britannique et tibétain ont rédigé une note déniant à la Chine, si elle ne consentait pas à signer, tous privilèges liés à l'Accord et l'ont scellé comme un accord bilatéral le même jour."
fr-ud-train_11714,83,13,Chine,Chine,4,y,"Les plénipotentiaires britannique et tibétain ont rédigé une note déniant à la Chine, si elle ne consentait pas à signer, tous privilèges liés à l'Accord et l'ont scellé comme un accord bilatéral le même jour."
fr-ud-train_11714,83,16,elle,lui,4,y,"Les plénipotentiaires britannique et tibétain ont rédigé une note déniant à la Chine, si elle ne consentait pas à signer, tous privilèges liés à l'Accord et l'ont scellé comme un accord bilatéral le même jour."
fr-ud-train_11716,85,13,autres,autre,1,y,"Ils sont présents dans la plupart des pays développés, entre autres en Europe de l'Ouest, aux États-Unis, en Australie et au Japon."
fr-ud-train_11717,86,6,groupe,groupe,1,y,"En juin 2001, le groupe effectua quelques dates aux États-Unis qui terminèrent au sommet par un concert au Bottom Line à New York."
fr-ud-train_11718,87,6,Rosina,Rosina,6,y,"Trois ans plus tard, Rosina publie Cheveley, or the Man of Honour (1839), une fiction dans laquelle elle dénonce l'hypocrisie de son mari."
fr-ud-train_11718,87,29,mari,mari,1,y,"Trois ans plus tard, Rosina publie Cheveley, or the Man of Honour (1839), une fiction dans laquelle elle dénonce l'hypocrisie de son mari."
fr-ud-train_11719,88,7,gravures,gravure,4,y,"Ce château est connu par des gravures de Mariette, Pérelle et Aveline."
fr-ud-train_11719,88,9,Mariette,Mariette,2,y,"Ce château est connu par des gravures de Mariette, Pérelle et Aveline."
fr-ud-train_11719,88,11,Pérelle,Pérelle,12,y,"Ce château est connu par des gravures de Mariette, Pérelle et Aveline."
fr-ud-train_11719,88,13,Aveline,Aveline,12,y,"Ce château est connu par des gravures de Mariette, Pérelle et Aveline."
fr-ud-train_11720,89,2,on,on,1,y,Sinon on s'abstient quand on ne peut pas assumer.
fr-ud-train_11720,89,6,on,on,5,y,Sinon on s'abstient quand on ne peut pas assumer.
fr-ud-train_11723,92,22,il,lui,4,y,"Néanmoins, en 1994, pour se prémunir d'une contestation de son régime au nom de principes religieux, il proclame l'application de la charia en Libye."
fr-ud-train_11724,93,16,président,président,5,y,Ce refus de présenter des excuses à l'Algérie a été clairement exprimé par le président Nicolas Sarkozy à la veille de sa deuxième visite en tant que chef d'Etat en Algérie le 3 décembre 2008.
fr-ud-train_11724,93,17,Nicolas,Nicolas,2,y,Ce refus de présenter des excuses à l'Algérie a été clairement exprimé par le président Nicolas Sarkozy à la veille de sa deuxième visite en tant que chef d'Etat en Algérie le 3 décembre 2008.
fr-ud-train_11724,93,29,chef,chef,1,y,Ce refus de présenter des excuses à l'Algérie a été clairement exprimé par le président Nicolas Sarkozy à la veille de sa deuxième visite en tant que chef d'Etat en Algérie le 3 décembre 2008.
fr-ud-train_11725,94,4,Wright,Wright,6,y,"En 1909, Wright vit une période trouble et a le sentiment d'être parvenu à ses limites."
fr-ud-train_11726,95,25,personnage,personnage,1,y,"Belén Esteban Menéndez, née le 9 novembre 1973 à Madrid, est une présentatrice et animatrice de divers programmes de télévision et un personnage médiatique espagnol."
fr-ud-train_11727,96,3,champion,champion,1,y,Le premier champion fut le FC 1900 Königsberg.
fr-ud-train_11730,99,16,équipes,équipe,1,y,"Fin 2002, alors que le Cheever Racing est devenu l'une des meilleures équipes de l'IRL, Eddie Cheever met un terme à sa carrière de pilote."
fr-ud-train_11730,99,21,Eddie,Eddie,6,y,"Fin 2002, alors que le Cheever Racing est devenu l'une des meilleures équipes de l'IRL, Eddie Cheever met un terme à sa carrière de pilote."
fr-ud-train_11730,99,30,pilote,pilote,1,y,"Fin 2002, alors que le Cheever Racing est devenu l'une des meilleures équipes de l'IRL, Eddie Cheever met un terme à sa carrière de pilote."
fr-ud-train_11731,100,2,dieu,dieu,40,y,Ce dieu est aussi le protecteur des femmes en couche sur lesquelles il veille également pendant leur grossesse.
fr-ud-train_11731,100,6,protecteur,protecteur,1,y,Ce dieu est aussi le protecteur des femmes en couche sur lesquelles il veille également pendant leur grossesse.
fr-ud-train_11731,100,9,femmes,femme,1,y,Ce dieu est aussi le protecteur des femmes en couche sur lesquelles il veille également pendant leur grossesse.
fr-ud-train_11731,100,14,il,lui,4,y,Ce dieu est aussi le protecteur des femmes en couche sur lesquelles il veille également pendant leur grossesse.
fr-ud-train_11732,101,18,frère,frère,1,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,19,Guillaume,Guillaume,2,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,45,Saint-Nicolas,Saint-Nicolas,2,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,47,Boullars,Boullars,2,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,54,Notre-Dame,Notre-Dame,10,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,66,Notre-Dame,Notre-Dame,10,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11732,101,80,Charles,Charles,2,y,"Il a tenu plusieurs bénéfices de Prieures et de chapellenies qui ont parfois été échangées avec son frère Guillaume II : Notre-Dame de la Nef en l'église collégiale Saint-Pierre-la-Cour du Mans, Sainte-Anne en l'église cathédrale de la même ville, Saint-Nicolas de Boullars au diocèse de Meaux, Notre-Dame de Neuffontaines (Oise) au diocèse de Soissons, Notre-Dame de Beu-la-Viéville (entre Houdan et Dreux), cette dernière tenue par Charles entre 1655 et 1660 au moins."
fr-ud-train_11733,102,1,Daniel,Daniel,42,y,"Daniel Chabrun est un chef d'orchestre français, né le 26 janvier 1925 à Mayenne, décédé le 12 décembre 2006 à l'hôpital du Val de Grâce à Paris."
fr-ud-train_11733,102,5,chef,chef,1,y,"Daniel Chabrun est un chef d'orchestre français, né le 26 janvier 1925 à Mayenne, décédé le 12 décembre 2006 à l'hôpital du Val de Grâce à Paris."
fr-ud-train_11733,102,7,orchestre,orchestre,1,y,"Daniel Chabrun est un chef d'orchestre français, né le 26 janvier 1925 à Mayenne, décédé le 12 décembre 2006 à l'hôpital du Val de Grâce à Paris."
fr-ud-train_11734,103,9,russe,russe,1,y,"La Mordovie ou République de Mordovie (en russe : Респу́блика Мордо́вия, Respoublika Mordoviïa) est une république, sujet de la Fédération de Russie."
fr-ud-train_11734,103,14,Respoublika,Respoublika,2,y,"La Mordovie ou République de Mordovie (en russe : Респу́блика Мордо́вия, Respoublika Mordoviïa) est une république, sujet de la Fédération de Russie."
fr-ud-train_11736,105,1,Il,lui,4,y,"Il passa toute son adolescence à s'entraîner et à étudier avec les meilleurs professeurs que sa fortune lui permettait d'embaucher, tandis que son tuteur, Andrew Chord--meilleur ami de son défunt père--gérait l'entreprise familiale."
