id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
fr-ud-train_05840,43,25,Abûl,Abûl,2,y,"Ibn Khaldoun a dit dans son livre Muqaddima : « Il suivait les opinions de'Abdu Llâh Ibn Sa'îd Ibn Kullab, d'Abûl'Abbâs Al Qalânisî et d'Al-Hâtith Al Muhâsibî, tous partisans de l'attitude des salafs en accord avec la voie Sunnite."
fr-ud-train_05840,43,37,partisans,partisan,1,y,"Ibn Khaldoun a dit dans son livre Muqaddima : « Il suivait les opinions de'Abdu Llâh Ibn Sa'îd Ibn Kullab, d'Abûl'Abbâs Al Qalânisî et d'Al-Hâtith Al Muhâsibî, tous partisans de l'attitude des salafs en accord avec la voie Sunnite."
fr-ud-train_05841,44,19,population,population,1,y,"Le « tournant de l'an mil » : vers le milieu du Xe siècle, la population européenne commence à s'accroître du fait d'une amélioration climatique et de quelques progrès techniques qui trouvent leur application dans l'agriculture, comme le collier d'épaule pour le cheval."
fr-ud-train_05841,44,35,progrès,progrès,70,y,"Le « tournant de l'an mil » : vers le milieu du Xe siècle, la population européenne commence à s'accroître du fait d'une amélioration climatique et de quelques progrès techniques qui trouvent leur application dans l'agriculture, comme le collier d'épaule pour le cheval."
fr-ud-train_05843,45,10,Premier,Premier,2,y,"Avec la perte du contrat avec Disney, Premier Cruise a perdu se une grande partie de sa clientèle et est contrainte à la faillite en 2000."
fr-ud-train_05843,45,20,clientèle,clientèle,1,y,"Avec la perte du contrat avec Disney, Premier Cruise a perdu se une grande partie de sa clientèle et est contrainte à la faillite en 2000."
fr-ud-train_05845,47,4,nous,nous,1,y,La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?
fr-ud-train_05845,47,6,nous,nous,1,y,La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?
fr-ud-train_05845,47,25,mâles,mâle,1,y,La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?
fr-ud-train_05845,47,28,autres,autre,1,y,La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?
fr-ud-train_05845,47,29,femelles,femelle,1,y,La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?
fr-ud-train_05848,50,1,Dino,Dino,2,y,"Dino est également apparu fréquemment à la radio et la télévision croate, invité spécial pour les stations populaires."
fr-ud-train_05848,50,8,radio,radio,4,y,"Dino est également apparu fréquemment à la radio et la télévision croate, invité spécial pour les stations populaires."
fr-ud-train_05848,50,11,télévision,télévision,10,y,"Dino est également apparu fréquemment à la radio et la télévision croate, invité spécial pour les stations populaires."
fr-ud-train_05848,50,14,invité,invité,1,y,"Dino est également apparu fréquemment à la radio et la télévision croate, invité spécial pour les stations populaires."
fr-ud-train_05849,51,1,Il,lui,40,y,Il est aussi le ténor italien le plus ancien qui nous a laissé un enregistrement de sa voix d'une durée significative.
fr-ud-train_05849,51,5,ténor,ténor,71,y,Il est aussi le ténor italien le plus ancien qui nous a laissé un enregistrement de sa voix d'une durée significative.
fr-ud-train_05849,51,11,nous,nous,5,y,Il est aussi le ténor italien le plus ancien qui nous a laissé un enregistrement de sa voix d'une durée significative.
fr-ud-train_05850,52,1,Alexandre,Alexandre,2,y,"Alexandre étudie à Hart Hall et Balliol College (Université d'Oxford), où la rencontre avec Robert Persons le fait revenir à la foi catholique."
fr-ud-train_05850,52,4,Hart,Hart,2,y,"Alexandre étudie à Hart Hall et Balliol College (Université d'Oxford), où la rencontre avec Robert Persons le fait revenir à la foi catholique."
fr-ud-train_05850,52,7,Balliol,Balliol,10,y,"Alexandre étudie à Hart Hall et Balliol College (Université d'Oxford), où la rencontre avec Robert Persons le fait revenir à la foi catholique."
fr-ud-train_05850,52,19,Robert,Robert,2,y,"Alexandre étudie à Hart Hall et Balliol College (Université d'Oxford), où la rencontre avec Robert Persons le fait revenir à la foi catholique."
fr-ud-train_05851,53,2,aucuns,aucun,4,y,"D'aucuns estiment d'ailleurs que les sacres ont constitué, en partie du moins, un exutoire vis-à-vis du contrôle exercé dans toutes les sphères de la société québécoise par l'élite ecclésiastique de l'époque."
fr-ud-train_05851,53,35,élite,élite,1,y,"D'aucuns estiment d'ailleurs que les sacres ont constitué, en partie du moins, un exutoire vis-à-vis du contrôle exercé dans toutes les sphères de la société québécoise par l'élite ecclésiastique de l'époque."
fr-ud-train_05852,54,19,Charles,Charles,2,y,"L'Intérim d'Augsbourg est un décret impérial du 15 mai 1548 élaboré à la demande de Charles Quint après sa victoire sur les princes luthériens (la ligue de Smalkalde) à la bataille de Mühlberg, cherchant à apaiser les tensions entre catholiques et protestants en réduisant les conquêtes théologiques et liturgiques du protestantisme."
fr-ud-train_05852,54,26,princes,prince,1,y,"L'Intérim d'Augsbourg est un décret impérial du 15 mai 1548 élaboré à la demande de Charles Quint après sa victoire sur les princes luthériens (la ligue de Smalkalde) à la bataille de Mühlberg, cherchant à apaiser les tensions entre catholiques et protestants en réduisant les conquêtes théologiques et liturgiques du protestantisme."
fr-ud-train_05852,54,44,tensions,tension,4,y,"L'Intérim d'Augsbourg est un décret impérial du 15 mai 1548 élaboré à la demande de Charles Quint après sa victoire sur les princes luthériens (la ligue de Smalkalde) à la bataille de Mühlberg, cherchant à apaiser les tensions entre catholiques et protestants en réduisant les conquêtes théologiques et liturgiques du protestantisme."
fr-ud-train_05852,54,46,catholiques,catholique,1,y,"L'Intérim d'Augsbourg est un décret impérial du 15 mai 1548 élaboré à la demande de Charles Quint après sa victoire sur les princes luthériens (la ligue de Smalkalde) à la bataille de Mühlberg, cherchant à apaiser les tensions entre catholiques et protestants en réduisant les conquêtes théologiques et liturgiques du protestantisme."
fr-ud-train_05853,55,11,ce,ce,70,y,"Myrinet est un protocole léger avec peu de surcharge, ce qui lui permet de proposer un débit réel proche du débit maximal que peut offrir la connexion physique sous-jacente."
fr-ud-train_05853,55,13,lui,lui,4,y,"Myrinet est un protocole léger avec peu de surcharge, ce qui lui permet de proposer un débit réel proche du débit maximal que peut offrir la connexion physique sous-jacente."
fr-ud-train_05853,55,29,connexion,connexion,4,y,"Myrinet est un protocole léger avec peu de surcharge, ce qui lui permet de proposer un débit réel proche du débit maximal que peut offrir la connexion physique sous-jacente."
fr-ud-train_05854,56,15,porteur,porteur,1,y,"En 1977, le club absorbe l'Eendracht Grembergen, un petit club voisin porteur du matricule 7834."
fr-ud-train_05855,57,3,commandants,commandant,41,y,"Les autres commandants lancastriens sont Henri Holland, le duc d'Exeter, qui a la réputation d'être un homme violent et stupide, et Henri Percy, le comte de Northumberland, que Gravett décrit comme manquant d'intelligence."
fr-ud-train_05855,57,6,Henri,Henri,2,y,"Les autres commandants lancastriens sont Henri Holland, le duc d'Exeter, qui a la réputation d'être un homme violent et stupide, et Henri Percy, le comte de Northumberland, que Gravett décrit comme manquant d'intelligence."
fr-ud-train_05855,57,21,homme,homme,1,y,"Les autres commandants lancastriens sont Henri Holland, le duc d'Exeter, qui a la réputation d'être un homme violent et stupide, et Henri Percy, le comte de Northumberland, que Gravett décrit comme manquant d'intelligence."
fr-ud-train_05855,57,27,Henri,Henri,12,y,"Les autres commandants lancastriens sont Henri Holland, le duc d'Exeter, qui a la réputation d'être un homme violent et stupide, et Henri Percy, le comte de Northumberland, que Gravett décrit comme manquant d'intelligence."
fr-ud-train_05855,57,36,Gravett,Gravett,2,y,"Les autres commandants lancastriens sont Henri Holland, le duc d'Exeter, qui a la réputation d'être un homme violent et stupide, et Henri Percy, le comte de Northumberland, que Gravett décrit comme manquant d'intelligence."
fr-ud-train_05856,58,2,agent,agent,1,y,"Devenu agent libre à la fin de la saison, il signe un contrat de 2 ans pour 12 millions de dollars avec les Giants de San Francisco."
fr-ud-train_05856,58,11,il,lui,4,y,"Devenu agent libre à la fin de la saison, il signe un contrat de 2 ans pour 12 millions de dollars avec les Giants de San Francisco."
fr-ud-train_05857,59,2,Personne,personne,5,y,"« Personne ne peut douter, parmi notre peuple, comme chez tout autre peuple africain, que cette guerre de libération nationale dans laquelle nous sommes engagés n'appartienne à l'Afrique tout entière », déclarait il."
fr-ud-train_05857,59,26,nous,nous,1,y,"« Personne ne peut douter, parmi notre peuple, comme chez tout autre peuple africain, que cette guerre de libération nationale dans laquelle nous sommes engagés n'appartienne à l'Afrique tout entière », déclarait il."
fr-ud-train_05859,61,4,créateurs,créateur,5,y,"Repéré par les créateurs du site communautaire 30 jours de BD, il fera partie des premiers auteurs publiés sur le site, puis aux éditions Makaka qui en découleront."
fr-ud-train_05859,61,14,il,lui,4,y,"Repéré par les créateurs du site communautaire 30 jours de BD, il fera partie des premiers auteurs publiés sur le site, puis aux éditions Makaka qui en découleront."
fr-ud-train_05859,61,20,auteurs,auteur,1,y,"Repéré par les créateurs du site communautaire 30 jours de BD, il fera partie des premiers auteurs publiés sur le site, puis aux éditions Makaka qui en découleront."
fr-ud-train_05860,62,11,chrétiens,chrétien,1,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,29,chrétien,chrétien,1,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,35,Juifs,juif,1,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,39,doctrines,doctrine,10,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,47,chrétiens,chrétien,1,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,63,prêtre,prêtre,5,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05860,62,66,Justin,Justin,2,y,"Le Talmud démasqué--Les enseignements rabbiniques secrets concernant les chrétiens (latin Christianus in Talmude Iudaeorum — sive Rabbinicae doctrinae de christianis secreta :, « Le chrétien dans le Talmud des Juifs--ou les doctrines rabbiniques secrètes au sujet des chrétiens ») est un faux rédigé à la fin du XIXe siècle par le prêtre catholique lituanien Justin Bonaventure Pranaitis dans un but de polémique et de promotion de l'antisémitisme."
fr-ud-train_05861,63,4,vendeurs,vendeur,1,y,Ils ont des vendeurs et un service après vente qui peuvent venir chez vous pour vous dépanner.
fr-ud-train_05861,63,7,service,service,80,y,Ils ont des vendeurs et un service après vente qui peuvent venir chez vous pour vous dépanner.
fr-ud-train_05861,63,14,vous,vous,1,y,Ils ont des vendeurs et un service après vente qui peuvent venir chez vous pour vous dépanner.
fr-ud-train_05861,63,16,vous,vous,1,y,Ils ont des vendeurs et un service après vente qui peuvent venir chez vous pour vous dépanner.
fr-ud-train_05863,65,1,Sabu,Sabu,2,y,"Sabu devait affronter le nouveau CWA Heavyweight Champion, Raven, le 10 mai à Fayetteville, mais ne put participer au match à cause d'une blessure."
fr-ud-train_05864,66,1,Billy,Billy,6,y,Billy Joel fréquentait un lycée de Hicksville et devait recevoir son diplôme en 1967.
fr-ud-train_05865,67,5,Carondelet,Carondelet,2,y,» La police de Carondelet n'a pas eu à intervenir.
fr-ud-train_05866,68,1,Sherlock,Sherlock,2,y,Sherlock découvre que est le mot de passe de l'adresse e-mail de la victime et que celle-ci a donné son téléphone portable à l'assassin pour qu'il puisse être tracé par GPS.
fr-ud-train_05866,68,15,victime,victime,1,y,Sherlock découvre que est le mot de passe de l'adresse e-mail de la victime et que celle-ci a donné son téléphone portable à l'assassin pour qu'il puisse être tracé par GPS.
fr-ud-train_05866,68,18,celle-ci,celui-ci,4,y,Sherlock découvre que est le mot de passe de l'adresse e-mail de la victime et que celle-ci a donné son téléphone portable à l'assassin pour qu'il puisse être tracé par GPS.
fr-ud-train_05866,68,26,assassin,assassin,1,y,Sherlock découvre que est le mot de passe de l'adresse e-mail de la victime et que celle-ci a donné son téléphone portable à l'assassin pour qu'il puisse être tracé par GPS.
fr-ud-train_05866,68,29,il,lui,4,y,Sherlock découvre que est le mot de passe de l'adresse e-mail de la victime et que celle-ci a donné son téléphone portable à l'assassin pour qu'il puisse être tracé par GPS.
fr-ud-train_05867,69,16,garde,garde,1,y,Elle est caractérisée par les deux rouelles (rondelles) de métal qui forment sa garde et son pommeau.
fr-ud-train_05867,69,19,pommeau,pommeau,10,y,Elle est caractérisée par les deux rouelles (rondelles) de métal qui forment sa garde et son pommeau.
fr-ud-train_05868,70,1,Il,lui,4,y,"Il ne dédaigne pas les objets moldus, du sorbet au citron aux magazines de tricot."
fr-ud-train_05869,71,4,vous,vous,5,y,A recommander si vous voulez vous évader un petit moment de la triste réalité.
fr-ud-train_05869,71,6,vous,vous,1,y,A recommander si vous voulez vous évader un petit moment de la triste réalité.
fr-ud-train_05870,72,1,Santini,Santini,6,y,"Santini connaît ainsi les grandes heures des Verts, avec lesquels il remporte quatre championnats de France, deux Coupes de France et participe à la finale de la Coupe d'Europe des clubs champions en 1976."
fr-ud-train_05870,72,13,il,lui,4,y,"Santini connaît ainsi les grandes heures des Verts, avec lesquels il remporte quatre championnats de France, deux Coupes de France et participe à la finale de la Coupe d'Europe des clubs champions en 1976."
fr-ud-train_05870,72,37,champions,champion,1,y,"Santini connaît ainsi les grandes heures des Verts, avec lesquels il remporte quatre championnats de France, deux Coupes de France et participe à la finale de la Coupe d'Europe des clubs champions en 1976."
fr-ud-train_05871,73,2,vendeur,vendeur,5,y,le vendeur à qui j'ai eu affaire m'a clairement conseillée en me voyant un peu perdue
fr-ud-train_05871,73,5,j',moi,1,y,le vendeur à qui j'ai eu affaire m'a clairement conseillée en me voyant un peu perdue
fr-ud-train_05871,73,9,m',moi,5,y,le vendeur à qui j'ai eu affaire m'a clairement conseillée en me voyant un peu perdue
fr-ud-train_05871,73,14,me,moi,1,y,le vendeur à qui j'ai eu affaire m'a clairement conseillée en me voyant un peu perdue
fr-ud-train_05873,75,27,train,train,1,y,"L'étude donne seulement ""un aperçu du problème de la pêche illégale et la prévalence des subventions de l'UE qui sont en train d'être accordées à des navires qui ont été reconnus coupables de pêche illégale, ou qui ont continué à enfreindre la loi après avoir reçu des subventions"", a déclaré Thurston à IPS."
fr-ud-train_05873,75,60,Thurston,Thurston,2,y,"L'étude donne seulement ""un aperçu du problème de la pêche illégale et la prévalence des subventions de l'UE qui sont en train d'être accordées à des navires qui ont été reconnus coupables de pêche illégale, ou qui ont continué à enfreindre la loi après avoir reçu des subventions"", a déclaré Thurston à IPS."
fr-ud-train_05874,76,10,Jhonny,Jhonny,6,y,"Le bateau de tourisme le Vagabondo, emmené par Jhonny, propose des croisières-repas au clair de lune, tous les vendredis, à 19 heures, à l'embarcadère situé quai de Saône, à Saint-Jean-de-Losne."
fr-ud-train_05875,77,6,Ben,Ben,2,y,"Entre 1933 et 1934, Ben Horris anime avec son orchestre ce célèbre restaurant."
fr-ud-train_05875,77,11,orchestre,orchestre,1,y,"Entre 1933 et 1934, Ben Horris anime avec son orchestre ce célèbre restaurant."
fr-ud-train_05875,77,14,restaurant,restaurant,4,y,"Entre 1933 et 1934, Ben Horris anime avec son orchestre ce célèbre restaurant."
fr-ud-train_05876,78,1,Elle,lui,4,y,Elle considère que l'honneur et la dignité de la personne n'ont pas de prix.
fr-ud-train_05876,78,11,personne,personne,1,y,Elle considère que l'honneur et la dignité de la personne n'ont pas de prix.
fr-ud-train_05879,81,10,magistrat,magistrat,5,y,"S'agissant du risque de pénurie, le magistrat vert juge qu'il n'est pas dramatique dans le canton de Berne mais que cela pourrait s'aggraver."
fr-ud-train_05879,81,26,cela,cela,4,y,"S'agissant du risque de pénurie, le magistrat vert juge qu'il n'est pas dramatique dans le canton de Berne mais que cela pourrait s'aggraver."
fr-ud-train_05880,82,6,professeurs,professeur,1,y,"Il étudie auprès de plusieurs professeurs, et reçoit des diplômes de soliste au conservatoire d'Amsterdam et au Conservatoire royal de Bruxelles, ainsi qu'une licence de musicologie à la Sorbonne."
fr-ud-train_05881,83,4,Tobiko,Tobiko,2,y,Leurs œufs (Tobiko) sont utilisés dans la cuisine japonaise pour confectionner certains types de sushi.
fr-ud-train_05882,84,1,Anett,Anett,2,y,"Anett Schuck, née le 11 avril 1970 à Leipzig, est une kayakiste allemande."
fr-ud-train_05883,85,1,Saboly,Saboly,2,y,"Saboly devient vite très populaire, ses airs étaient chantés dans toute la France et pas seulement en Avignon, ville où en 1749 on donna dans l'octave de Noël, un Magnificat « composé de tous les airs de Saboly »."
fr-ud-train_05883,85,25,on,on,1,y,"Saboly devient vite très populaire, ses airs étaient chantés dans toute la France et pas seulement en Avignon, ville où en 1749 on donna dans l'octave de Noël, un Magnificat « composé de tous les airs de Saboly »."
fr-ud-train_05883,85,34,Magnificat,magnificat,2,y,"Saboly devient vite très populaire, ses airs étaient chantés dans toute la France et pas seulement en Avignon, ville où en 1749 on donna dans l'octave de Noël, un Magnificat « composé de tous les airs de Saboly »."
fr-ud-train_05883,85,42,Saboly,Saboly,2,y,"Saboly devient vite très populaire, ses airs étaient chantés dans toute la France et pas seulement en Avignon, ville où en 1749 on donna dans l'octave de Noël, un Magnificat « composé de tous les airs de Saboly »."
fr-ud-train_05884,86,13,groupe,groupe,75,y,"En 1987, lorsque la situation s'est aggravée, un nouveau groupe directeur s'est chargé de la gestion de l'entreprise qui a adapté l'activité de cette dernière à la réparation et le carrossage de trains, d'autobus et de cars."
fr-ud-train_05884,86,14,directeur,directeur,1,y,"En 1987, lorsque la situation s'est aggravée, un nouveau groupe directeur s'est chargé de la gestion de l'entreprise qui a adapté l'activité de cette dernière à la réparation et le carrossage de trains, d'autobus et de cars."
fr-ud-train_05884,86,39,trains,train,1,y,"En 1987, lorsque la situation s'est aggravée, un nouveau groupe directeur s'est chargé de la gestion de l'entreprise qui a adapté l'activité de cette dernière à la réparation et le carrossage de trains, d'autobus et de cars."
fr-ud-train_05885,87,2,prof,prof,1,y,"Les prof sont des français de France, ce qui est plutôt intéressant (accent, vocabulaire), que ce soit pour les élèves de passage ou pour les anglophones qui veulent apprendre la langue."
fr-ud-train_05885,87,25,élèves,élève,1,y,"Les prof sont des français de France, ce qui est plutôt intéressant (accent, vocabulaire), que ce soit pour les élèves de passage ou pour les anglophones qui veulent apprendre la langue."
