id_sentence_conll,index_phrase,index_token,form,lemma,score,annotation,phrase
Rhap_M2002-42,41,22,spécialiste,spécialiste,1,y,"euh, on a parlé surtout de l'art en tant que fabrication, parce que c'était une affaire de spécialiste, c'était une affaire aussi de commanditaire, de qui c~, qui c'est qui commandait les œuvres d'art et qui les achetait en quelque sorte, mais que le point de vue du spectateur avait pas beaucoup d'importance."
Rhap_M2002-42,41,60,spectateur,spectateur,1,y,"euh, on a parlé surtout de l'art en tant que fabrication, parce que c'était une affaire de spécialiste, c'était une affaire aussi de commanditaire, de qui c~, qui c'est qui commandait les œuvres d'art et qui les achetait en quelque sorte, mais que le point de vue du spectateur avait pas beaucoup d'importance."
Rhap_M2002-43,42,67,spectateur,spectateur,1,y,"euh, jusqu'à la renaissance et y compris un peu l~, un, jusqu'au dix-huitième siècle, le point de vue du, de la fabrication, le point de vue de la production de l'art est plus important que le point de vue de l'expérience de la réception de l'art, euh, le point de vue du spectateur."
Rhap_M2002-44,43,6,spectateur,spectateur,1,y,"le point de vue du spectateur, le point de vue esthétique se dégage, euh, à la fin du dix-septième siècle, au dix-huitième siècle."
Rhap_M2002-45,44,12,nous,nous,1,y,"et puis, eh ben, c'est quelque chose que nous sommes, euh, que nous avons bien, euh, que nous connaissons bien."
Rhap_M2002-45,44,18,nous,nous,1,y,"et puis, eh ben, c'est quelque chose que nous sommes, euh, que nous avons bien, euh, que nous connaissons bien."
Rhap_M2002-45,44,25,nous,nous,5,y,"et puis, eh ben, c'est quelque chose que nous sommes, euh, que nous avons bien, euh, que nous connaissons bien."
Rhap_M2002-46,45,14,vous,vous,5,y,"mais faites vous-même la différence entre votre expérience, par exemple, si vous pratiquez la musique, votre expérience en tant que pratiquant la musique et votre expérience en tant que consommateur de musique."
Rhap_M2002-46,45,33,consommateur,consommateur,1,y,"mais faites vous-même la différence entre votre expérience, par exemple, si vous pratiquez la musique, votre expérience en tant que pratiquant la musique et votre expérience en tant que consommateur de musique."
Rhap_M2002-47,46,4,vous,vous,1,y,"il suffit que vous ayez un baladeur pour que vous connaissiez, euh, l'expérience de consommateur de musique comme expérience de la réception."
Rhap_M2002-47,46,10,vous,vous,5,y,"il suffit que vous ayez un baladeur pour que vous connaissiez, euh, l'expérience de consommateur de musique comme expérience de la réception."
Rhap_M2002-47,46,18,consommateur,consommateur,1,y,"il suffit que vous ayez un baladeur pour que vous connaissiez, euh, l'expérience de consommateur de musique comme expérience de la réception."
Rhap_M2002-48,47,3,vous,vous,1,y,"et si vous faites de la musique, eh bien, vous avez l'expérience de la poïésis, de la, de la production musicale."
Rhap_M2002-48,47,12,vous,vous,1,y,"et si vous faites de la musique, eh bien, vous avez l'expérience de la poïésis, de la, de la production musicale."
Rhap_M2002-49,48,12,je,moi,5,y,"euh, première distinction, donc, fondamentale parce que, je veux dire, selon les sociétés, je dirais que la, euh, la composante de production ou la composante de réception, euh, varie beaucoup."
Rhap_M2002-49,48,20,je,moi,1,y,"euh, première distinction, donc, fondamentale parce que, je veux dire, selon les sociétés, je dirais que la, euh, la composante de production ou la composante de réception, euh, varie beaucoup."
Rhap_M2002-57,56,1,je,moi,1,y,je vous en parlerai.
Rhap_M2002-57,56,2,vous,vous,1,y,je vous en parlerai.
Rhap_M2002-58,57,3,il,lui,4,y,et puis il peut avoir des fonctions politiques aussi.
Rhap_M2002-59,58,2,art,art,4,n,"l'art peut avoir des fonctions politiques et peut, peut avoir des fonctions décoratives aussi."
Rhap_M2002-60,59,18,vous,vous,5,y,"euh, pensez au rôle de la, de la décoration par exemple, euh, quand vous regardez dans les, euh, certaines stations de métro qui sont, euh, décorées avec des œuvres d'art ou avec des, des, des travaux de design."
Rhap_M2002-61,60,1,il,lui,4,n,il peut avoir des…
Rhap_M2002-62,61,2,art,art,4,n,l'art peut avoir des fonctions de connaissance aussi.
Rhap_M2002-66,65,12,j',moi,1,y,il y a des sociétés où la dimension de connaissance que j'appellerai la dimension cognitive est plus importante.
